cluster,buyers,avg_age,median_age,avg_satisfaction,loan_rate,investment_rate,corporate_rate,international_rate,luxury_rate,avg_property_count,avg_total_investment,avg_sale_price,office_ratio,segment_name
3,555,57.44882882882882,57.6,2.872072072072072,0.3855855855855856,0.3207207207207207,0.03963963963963964,0.23243243243243245,0.005405405405405406,3.601801801801802,1109261.351225225,309288.73648138135,0.3419219219219219,C1 - Global Investors
1,681,55.324963289280475,55.6,3.0469897209985315,0.3509544787077827,0.3054331864904552,0.0513950073421439,0.2511013215859031,0.0,3.497797356828194,1059963.8670190894,303451.2402006852,0.0,C2 - First-Time Buyers
2,90,65.12777777777778,64.1,3.6,0.35555555555555557,0.28888888888888886,0.044444444444444446,0.08888888888888889,0.12222222222222222,6.3,2125594.4283333337,340929.80924362614,0.15195767195767196,C3 - Corporate Buyers
0,674,54.54614243323442,54.0,3.06379821958457,0.3724035608308605,0.30118694362017806,0.06231454005934718,0.228486646884273,0.7210682492581603,3.4970326409495547,1471768.5740652818,423131.58098293765,0.1394658753709199,C4 - Luxury Investors
